Title,Organization,URL,Rating,Metadata,Skills
Google Cloud Data Analytics,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-data-analytics-certificate,4.4,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Cloud Computing, Data Structures, Data Visualization, SQL"
Sound the Alarm: Detection and Response,Google,https://www.coursera.org/learn/detection-and-response,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Linux, Network Security, Computer Security Incident Management, Leadership and Management"
Human Resource Management: HR for People Managers,University of Minnesota,https://www.coursera.org/specializations/human-resource-management,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Human Resources, Human Resources Operations, Employee Relations, Strategy and Operations, People Management, Leadership and Management, Communication, Strategy, Compensation, People Development, Performance Management, Organizational Development, Planning, Professional Development, Recruitment, Business Psychology, People Analysis, Benefits, Business Analysis, Culture"
Generative Adversarial Networks (GANs),DeepLearning.AI,https://www.coursera.org/specializations/generative-adversarial-networks-gans,4.7,Intermediate · Specialization · 1 - 3 Months,"Skills you'll gain: Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, General Statistics, Probability & Statistics, Problem Solving"
"JavaScript Programming with React, Node & MongoDB",IBM,https://www.coursera.org/specializations/javascript-programming-with-react-node-mongodb,4.4,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Javascript, Web Development, Computer Programming, Computer Science, Front-End Web Development, NoSQL, React (web framework)"
English for Career Development,University of Pennsylvania,https://www.coursera.org/learn/careerdevelopment,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Business Communication, Human Resources, Human Resources Operations, Application Development, People Management"
Product Management Certification,SkillUp EdTech,https://www.coursera.org/specializations/product-management-certification,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Communication, Leadership Development, Planning, Product Development, Product Lifecycle, Product Management, Strategy"
"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,https://www.coursera.org/specializations/tesol-certificate-2,4.9,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Writing, Human Learning, Planning"
"Influencing: Storytelling, Change Management and Governance",Macquarie University,https://www.coursera.org/specializations/influencing-storytelling-change-management,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Data Analysis, Finance, Statistical Tests, Tensorflow, Storytelling"
Modern Project Management Certificate,SkillUp EdTech,https://www.coursera.org/specializations/skillup-edtech-modern-project-management,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Business Analysis, Communication, Leadership and Management, Project Management, Risk Management"
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Business Analysis, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, R Programming, SQL, Spreadsheet Software, Statistical Programming, Tableau Software"
Google Data Analytics Capstone: Complete a Case Study,Google,https://www.coursera.org/learn/google-data-analytics-capstone,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Marketing, Digital Marketing, Advertising, Marketing Management, Media Strategy & Planning, Data Analysis, Business Analysis, Market Analysis, Statistical Analysis, Communication, Experiment, Market Research, Brand Management, Forecasting, Probability & Statistics, Regression, Research and Design, Statistical Tests, Basic Descriptive Statistics, General Statistics, Probability Distribution"
Meta Marketing Science Certification Prep,Meta,https://www.coursera.org/specializations/meta-marketing-science-certification-prep,4.8,Intermediate · Specialization · 3 - 6 Months,
Google Marketing Digital e E-Commerce,Google,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,4.8,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Digital Marketing, E-Commerce, Marketing, Planning, Search Engine Optimization, Social Media, Strategy"
Data Structures and Algorithms,University of California San Diego,https://www.coursera.org/specializations/data-structures-algorithms,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Algorithms, Theoretical Computer Science, Computer Programming, Data Structures, Problem Solving, Mathematics, Computational Thinking, Computer Programming Tools, Computational Logic, Critical Thinking, Graph Theory, Programming Principles, Mathematical Theory & Analysis, C++ Programming, Algebra, Software Testing"
IBM Machine Learning,IBM,https://www.coursera.org/professional-certificates/ibm-machine-learning,4.6,Intermediate · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Deep Learning, General Statistics, Python Programming, Regression, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Reinforcement Learning, Data Structures, Visualization (Computer Graphics), Network Model"
Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,https://www.coursera.org/professional-certificates/gcp-data-engineering,4.6,Intermediate · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Data Management, Cloud Computing, Data Analysis Software, Databases, Computer Networking, Cloud Platforms, Google Cloud Platform, Communication, Data Analysis, Apache, Big Data, Business Analysis, Network Security, Problem Solving, Cloud Storage, SQL, Data Warehousing, Feature Engineering, Human Learning, Machine Learning, Python Programming, Statistical Programming, Tensorflow"
AI Infrastructure and Operations Fundamentals,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals,4.6,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Deep Learning, Machine Learning"
 System Administration and IT Infrastructure Services,Google,https://www.coursera.org/learn/system-administration-it-infrastructure-services,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Cloud Computing, Leadership and Management"
Data Science,Johns Hopkins University,https://www.coursera.org/specializations/jhu-data-science,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Probability Distribution, Databases, Computer Graphics, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Product Development, Web Development"
"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,https://www.coursera.org/specializations/gcp-data-machine-learning,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Cloud Computing, Cloud Platforms, Google Cloud Platform, Data Management, Apache, Big Data, Cloud Storage, SQL, Data Warehousing, Feature Engineering, Human Learning, Machine Learning, Python Programming, Statistical Programming, Tensorflow"
Pricing Strategy Optimization,University of Virginia,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Marketing, Strategy, Strategy and Operations, Customer Analysis, Sales, Product Strategy, Business Analysis, Leadership and Management, Market Analysis, Product Marketing, Design and Product, Product Management, Entrepreneurship, Decision Making, Market Research, Accounting, Game Theory, Cost Accounting, Data Analysis, Product Lifecycle, Retail Sales"
ISC2 Systems Security Certified Practitioner (SSCP),ISC2,https://www.coursera.org/specializations/sscp-training,4.9,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Cryptography, Operations Management, Cyberattacks, Cloud Computing, Security Strategy, Software-Defined Networking, Human Factors (Security), Cloud Applications, Strategy, Network Analysis, Algorithms, Communication, Financial Accounting"
Management of Fashion and Luxury Companies,Università Bocconi,https://www.coursera.org/learn/mafash,4.7,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Brand Management, Leadership and Management, Marketing, Retail Sales, Strategy, Business Analysis, Communication, Design and Product, Media Strategy & Planning, Product Design, Product Development"
Build Wireframes and Low-Fidelity Prototypes,Google,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,4.9,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Product Design, User Experience, User Research"
Automate Cybersecurity Tasks with Python,Google,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Python Programming, Computer Programming"
Renew your CBRS Professional Installer certification,Google - Spectrum Sharing,https://www.coursera.org/learn/google-cbrs-cpi-renewal,4.8,Advanced · Course · 1 - 3 Months,"Skills you'll gain: Contract Management, Negotiation, Communication, Decision Making, Strategy"
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,4.8,Beginner · Course · 1 - 3 Months,Skills you'll gain: Adaptability
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,https://www.coursera.org/learn/learning-how-to-learn,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Database Theory, Organizational Development, Tableau Software, Data Analysis Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Data Model, Security Engineering, System Security"
Análisis de Datos de Google,Google,https://www.coursera.org/professional-certificates/analisis-de-datos-de-google,4.7,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming"
AI for Good,DeepLearning.AI,https://www.coursera.org/specializations/ai-for-good,4.6,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Python Programming, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Statistical Tests, Data Structures, Visualization (Computer Graphics)"
IBM Introduction to Machine Learning,IBM,https://www.coursera.org/specializations/ibm-intro-machine-learning,4.6,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Network Security, Networking Hardware, Cloud Computing, Cryptography, Cyberattacks, Databases, Leadership and Management, Operating Systems, Risk Management, SQL, System Security"
IT Fundamentals for Cybersecurity,IBM,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Algorithms, Computer Programming Tools, Data Analysis Software, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Critical Thinking, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence"
Genomic Data Science,Johns Hopkins University,https://www.coursera.org/specializations/genomic-data-science,4.8,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Computer Programming, Python Programming, Problem Solving"
Python 3 Programming,University of Michigan,https://www.coursera.org/specializations/python-3-programming,4.9,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Strategy, Strategy and Operations, Business Transformation, Communication, Organizational Development, Professional Development, Critical Thinking, Leadership Development, Performance Management, Planning"
OKR Certification: Leadership and Goal Setting,Measure What Matters,https://www.coursera.org/learn/okr,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Cash Management, Cost Accounting, Financial Analysis"
Introduction to Financial Accounting,University of Pennsylvania,https://www.coursera.org/learn/wharton-accounting,,Mixed · Course · 1 - 4 Weeks,
Foundations of Data Science,Google,https://www.coursera.org/learn/foundations-of-data-science,4.7,Advanced · Course · 1 - 3 Months,"Skills you'll gain: Communication, Data Analysis, Planning, Project Management"
Mental Health Care Fundamentals,MedCerts,https://www.coursera.org/specializations/mental-health-care-fundamentals,4.8,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Communication, Emotional Intelligence, Leadership and Management"
Think Outside the Inbox: Email Marketing,Google,https://www.coursera.org/learn/think-outside-the-inbox,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Communication, Data Analysis, Writing, Strategy"
Convolutional Neural Networks,DeepLearning.AI,https://www.coursera.org/learn/convolutional-neural-networks,4.9,Intermediate · Course · 1 - 4 Weeks,"Skills you'll gain: Artificial Neural Networks, Computer Vision, Machine Learning, Applied Machine Learning, Deep Learning, Machine Learning Software, Machine Learning Algorithms, Network Model, Tensorflow, Network Architecture, Human Learning"
Career Success,"University of California, Irvine",https://www.coursera.org/specializations/career-success,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Professional Development, Strategy and Operations, Business Communication, Adaptability, Business Analysis, Communication, Decision Making, Project Management, People Management, Critical Thinking, Collaboration, Customer Relationship Management, Strategy, Planning, Business Development, Problem Solving, Accounting, Conflict Management, Financial Accounting, Leadership Development, Organizational Development, Entrepreneurship, People Development, Business Research, Cost Accounting, Finance, Financial Management, General Accounting, Generally Accepted Accounting Principles (GAAP), Negotiation, Financial Analysis, Writing, Benefits, Entrepreneurial Finance, Statistical Analysis, Data Visualization Software, Marketing, Scrum (Software Development), User Experience, Estimation"
Put It to Work: Prepare for Cybersecurity Jobs,Google,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Computer Programming, Leadership and Management, Python Programming, SQL"
AI Fundamentals for Non-Data Scientists,University of Pennsylvania,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Data Analysis, Deep Learning, Human Learning, Big Data"
Global Procurement and Sourcing,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/procurement-sourcing,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Procurement, Customer Relationship Management, Leadership and Management, Negotiation, Supplier Relationship Management"
Introduction to Social Media Marketing,Meta,https://www.coursera.org/learn/social-media-marketing-introduction,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Communication, Marketing, Digital Marketing, Social Media, Media Strategy & Planning, Advertising, Entrepreneurship, Marketing Management"
Cybersecurity for Everyone,"University of Maryland, College Park",https://www.coursera.org/learn/cybersecurity-for-everyone,4.7,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Cyberattacks, Human Computer Interaction, Network Security, Security Engineering, Security Strategy, Computer Security Models, Leadership and Management, Risk Management, Software Security, Critical Thinking"
Modern and Contemporary Art and Design,The Museum of Modern Art,https://www.coursera.org/specializations/modern-contemporary-art-design,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Design and Product, Creativity, Critical Thinking"
Medical Neuroscience,Duke University,https://www.coursera.org/learn/medical-neuroscience,4.9,Advanced · Course · 3 - 6 Months,Skills you'll gain: Health
Structuring Machine Learning Projects,DeepLearning.AI,https://www.coursera.org/learn/machine-learning-projects,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Applied Machine Learning, Data Model, Deep Learning, Exploratory Data Analysis, Machine Learning, Machine Learning Algorithms, Organizational Development, Strategy, Artificial Neural Networks, Computer Vision, Human Learning"
Preparing  Data for Analysis with Microsoft Excel,Microsoft,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,4.7,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Data Analysis, Microsoft Excel, Power BI"
Geographic Information Systems  (GIS),"University of California, Davis",https://www.coursera.org/specializations/gis,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: ArcGIS, Data Analysis, Data Visualization, GIS Software, Spatial Analysis, Spatial Data Analysis, Data Visualization Software, Databases, Geovisualization, Problem Solving, Leadership and Management"
Data Science: Foundations using R,Johns Hopkins University,https://www.coursera.org/specializations/data-science-foundations-r,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Statistical Tests, Computational Thinking, Big Data, Data Mining, Data Visualization, Data Visualization Software, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics)"
"Brand Management: Aligning Business, Brand and Behaviour",University of London,https://www.coursera.org/learn/brand,4.9,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Brand Management, Leadership and Management, Marketing"
Introduction to Cosmetic Science and Ingredients,Olay,https://www.coursera.org/specializations/introduction-to-cosmetic-science,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Cloud Computing, Cloud Platforms, Data Analysis, Google Cloud Platform, Looker (Software), Machine Learning"
Creating Business Value with Data and Looker,Google Cloud,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,4.7,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Probability & Statistics, Statistical Tests, General Statistics, Correlation And Dependence, Statistical Programming, Basic Descriptive Statistics, Statistical Analysis, Research and Design, Data Analysis, Regression, Adaptability, Computational Thinking, Critical Thinking, People Analysis, Theoretical Computer Science, Writing, Probability Distribution, Problem Solving, R Programming, Experiment, Mathematical Theory & Analysis, Computer Programming"
Methods and Statistics in Social Sciences,University of Amsterdam,https://www.coursera.org/specializations/social-science,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Graphic Design, Strategy, User Experience, User Experience Design, Visual Design, Web Design"
UI / UX Design,California Institute of the Arts,https://www.coursera.org/specializations/ui-ux-design,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Planning, User Experience, User Research"
Conduct UX Research and Test Early Concepts,Google,https://www.coursera.org/learn/conduct-ux-research,4.8,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Artificial Neural Networks, Deep Learning, Machine Learning, Natural Language Processing, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Human Learning, Network Model, Linear Algebra"
Sequence Models,DeepLearning.AI,https://www.coursera.org/learn/nlp-sequence-models,4.8,Intermediate · Course · 1 - 4 Weeks,"Skills you'll gain: Data Analysis, Data Visualization, Leadership and Management, Problem Solving, Risk Management"
Unilever Supply Chain Data Analyst,Unilever,https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst,4.7,Beginner · Professional Certificate · 3 - 6 Months,
Fundamentals of Quantitative Modeling,University of Pennsylvania,https://www.coursera.org/learn/wharton-quantitative-modeling,4.6,Mixed · Course · 1 - 4 Weeks,"Skills you'll gain: Business Analysis, Data Model, Finance, Forecasting, General Statistics, Mathematical Theory & Analysis, Probability & Statistics, Regression, Statistical Analysis"
 IT Security: Defense against the digital dark arts ,Google,https://www.coursera.org/learn/it-security,4.8,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Cryptography, Network Security, System Security"
AI Product Management,Duke University,https://www.coursera.org/specializations/ai-product-management-duke,4.7,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management"
Medical Terminology,Rice University,https://www.coursera.org/specializations/medicalterminology,4.9,Beginner · Specialization · 3 - 6 Months,Skills you'll gain: Human Learning
Clinical Trials: Good Clinical Practice,Novartis,https://www.coursera.org/specializations/clinical-trials-good-clinical-practice,4.7,Beginner · Specialization · 1 - 3 Months,Skills you'll gain: Google Cloud Platform
Human Resources Analytics,"University of California, Irvine",https://www.coursera.org/learn/human-resources-analytics,4.6,Mixed · Course · 1 - 4 Weeks,"Skills you'll gain: Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis"
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,4.7,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Business Transformation, Cloud Computing, Google Cloud Platform, Business Analysis, Data Analysis, Data Management, Machine Learning, Applied Machine Learning, Human Learning, Machine Learning Software, Innovation, Strategy, Strategy and Operations, Customer Analysis, Machine Learning Algorithms, Algorithms, Cloud Infrastructure, Leadership and Management, Organizational Development, Cloud Platforms, Data Architecture, Cloud API"
Machine Learning on Google Cloud,Google Cloud,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,4.5,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Machine Learning, Applied Machine Learning, Google Cloud Platform, Human Learning, Machine Learning Software, Cloud Computing, Machine Learning Algorithms, Deep Learning, Cloud Platforms, Artificial Neural Networks, Feature Engineering, Exploratory Data Analysis, Tensorflow, Python Programming, Data Analysis, Data Visualization, Probability & Statistics, Regression, Statistical Programming, Statistical Visualization, Algorithms, SQL, Cloud API, Apache, Extract, Transform, Load"
Foundations of Data Structures and Algorithms,University of Colorado Boulder,https://www.coursera.org/specializations/boulder-data-structures-algorithms,4.6,Advanced · Specialization · 1 - 3 Months,"Skills you'll gain: Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming"
Global Diplomacy – Diplomacy in the Modern World,University of London,https://www.coursera.org/learn/global-diplomacy,4.7,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Critical Thinking, Negotiation"
Microsoft Power BI and Power Platform for Productivity,Microsoft,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Data Analysis, Data Visualization, Microsoft Excel, Power BI"
The Art of Visual Storytelling,University of Colorado Boulder,https://www.coursera.org/specializations/the-art-of-visual-storytelling,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Storytelling, Writing"
Creative Writing,Wesleyan University,https://www.coursera.org/specializations/creative-writing,4.6,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Creativity, Human Learning, Storytelling, Writing"
Financial Analysis - Skills for Success,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/financial-analysis-skills-for-success,4.7,Beginner · Specialization · 1 - 3 Months,"Skills you'll gain: Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Business Analysis, Management Accounting, Risk Management, Data Analysis, Planning"
"Product Ideation, Design, and Management","University of Maryland, College Park",https://www.coursera.org/specializations/product-ideation-design-and-management,4.5,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Strategy and Operations, Product Management, Design and Product, Entrepreneurship, Product Development, Strategy, Product Design, Marketing, Product Strategy, Research and Design, Market Research, Market Analysis, Product Marketing, Finance, Sales, Decision Making, Investment Management, Planning, Project Management, Financial Analysis, Financial Management, Business Psychology, Budget Management, Customer Analysis, Entrepreneurial Finance, Software Engineering Tools, Innovation"
Assess for Success: Marketing Analytics and Measurement,Google,https://www.coursera.org/learn/assess-for-success,4.6,Beginner · Course · 1 - 4 Weeks,"Skills you'll gain: Digital Marketing, Marketing, Marketing Management, Data Analysis, Media Strategy & Planning, Data Management, Market Analysis"
Organizational Analysis ,Stanford University,https://www.coursera.org/learn/organizational-analysis,4.6,Beginner · Course · 1 - 3 Months,"Skills you'll gain: Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Decision Making, Business Psychology, Change Management, Culture, Business Analysis, Business Process Management"
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,https://www.coursera.org/learn/pap,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Brand Management, Customer Analysis, Market Analysis, Marketing, Marketing Design, Product Marketing, Product Strategy, Strategy, Marketing Management, Sales, Communication"
Introduction to Marketing,University of Pennsylvania,https://www.coursera.org/learn/wharton-marketing,4.8,Mixed · Course · 1 - 3 Months,Skills you'll gain: Training
Instructional Design Foundations and Applications,University of Illinois Urbana-Champaign,https://www.coursera.org/learn/instructional-design-foundations-applications,4,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Basic Descriptive Statistics, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Customer Analysis, Mathematical Theory & Analysis, Experiment, Interactive Data Visualization, Interactive Design"
Microsoft UX Design,Microsoft,https://www.coursera.org/professional-certificates/ux-design,4.6,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Google Cloud Platform, Apache, Cloud Computing, Cloud Platforms, Extract, Transform, Load, Big Data, Cloud Engineering, Computer Architecture, Distributed Computing Architecture, Data Management, DevOps, Human Learning, Machine Learning"
Six Sigma Green Belt,Kennesaw State University,https://www.coursera.org/specializations/six-sigma-green-belt,4.7,Intermediate · Specialization · 3 - 6 Months,"Skills you'll gain: Data Analysis, Databases, Python Programming, SQL, Data Management, Data Mining, Data Science, Data Visualization, NoSQL, R Programming, Big Data, Microsoft Excel"
Vertex AI Search for Retail,Google Cloud,https://www.coursera.org/specializations/vertex-ai-search-for-retail,4.6,Beginner · Specialization · 3 - 6 Months,
Introduction to Data Analytics,IBM,https://www.coursera.org/learn/introduction-to-data-analytics,4.8,Beginner · Course · 1 - 3 Months,
Become an EMT,University of Colorado System,https://www.coursera.org/specializations/become-an-emt,4.8,Beginner · Specialization · 3 - 6 Months,"Skills you'll gain: Leadership and Management, Communication"
Amazon Junior Software Developer,Amazon,https://www.coursera.org/professional-certificates/amazon-junior-software-developer,4.7,Beginner · Professional Certificate · 3 - 6 Months,"Skills you'll gain: Agile Software Development, Algorithms, Databases, Java Programming, Javascript"
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,https://www.coursera.org/learn/negotiation,4.8,Mixed · Course · 1 - 3 Months,"Skills you'll gain: Negotiation, Game Theory, Strategy"
