URL,Languages Available,Enroll Information,Assignments Count,Taught Language
https://www.coursera.org/specializations/gcp-data-machine-learning,Not available,"120,719 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,22 languages available,"18,227 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/sscp-training,Not available,"21,032 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/mafash,22 languages available,"287,310 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,11 languages available,"329,969 already enrolled","10 quizzes, 3 assignments",Taught in English
https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,11 languages available,"194,121 already enrolled","16 quizzes, 1 assignment",Taught in English
https://www.coursera.org/learn/google-cbrs-cpi-renewal,Not available,,12 assignments,Taught in English
https://www.coursera.org/learn/negotiation-skills,22 languages available,"1,600,663 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/learning-how-to-learn,22 languages available,"3,916,776 already enrolled",11 assignments,Taught in English
https://www.coursera.org/professional-certificates/analisis-de-datos-de-google,11 languages available,"2,468,706 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/ai-for-good,22 languages available,"10,745 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/ibm-intro-machine-learning,22 languages available,"13,519 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/it-fundamentals-cybersecurity,24 languages available,"58,414 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/genomic-data-science,22 languages available,"73,102 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/python-3-programming,22 languages available,"245,497 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/okr,22 languages available,"35,425 already enrolled",14 assignments,Taught in English
https://www.coursera.org/learn/wharton-accounting,22 languages available,"341,636 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/foundations-of-data-science,11 languages available,"180,173 already enrolled","19 quizzes, 1 assignment",Taught in English
https://www.coursera.org/specializations/mental-health-care-fundamentals,21 languages available,,Not available,Taught in English
https://www.coursera.org/learn/think-outside-the-inbox,11 languages available,"176,662 already enrolled","22 quizzes, 3 assignments",Taught in English
https://www.coursera.org/learn/convolutional-neural-networks,22 languages available,"524,617 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/career-success,24 languages available,"211,367 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,11 languages available,"169,253 already enrolled","20 quizzes, 1 assignment",Taught in English
https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,21 languages available,"35,079 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/procurement-sourcing,22 languages available,"31,996 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/social-media-marketing-introduction,20 languages available,"510,815 already enrolled",10 assignments,Taught in English
https://www.coursera.org/learn/cybersecurity-for-everyone,22 languages available,"405,522 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/modern-contemporary-art-design,22 languages available,"62,326 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/medical-neuroscience,22 languages available,"366,960 already enrolled",33 assignments,Taught in English
https://www.coursera.org/learn/machine-learning-projects,22 languages available,"480,152 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,22 languages available,"245,783 already enrolled",21 assignments,Taught in English
https://www.coursera.org/specializations/gis,22 languages available,"97,313 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/data-science-foundations-r,22 languages available,"109,992 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/brand,22 languages available,"461,278 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/introduction-to-cosmetic-science,7 languages available,"9,582 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,Not available,"9,353 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/social-science,24 languages available,"106,275 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/ui-ux-design,22 languages available,"196,888 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/conduct-ux-research,11 languages available,"264,147 already enrolled","17 quizzes, 2 assignments",Taught in English
https://www.coursera.org/learn/nlp-sequence-models,22 languages available,"424,858 already enrolled",4 assignments,Taught in English
https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst,Not available,"12,460 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-quantitative-modeling,22 languages available,"237,666 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/it-security,11 languages available,"431,070 already enrolled","29 quizzes, 3 assignments",Taught in English
https://www.coursera.org/specializations/ai-product-management-duke,22 languages available,"36,875 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/medicalterminology,21 languages available,"23,879 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/clinical-trials-good-clinical-practice,Video subtitles available,"6,399 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/human-resources-analytics,22 languages available,"128,203 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,Video subtitles available,"9,764 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,Not available,"94,762 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/boulder-data-structures-algorithms,22 languages available,"32,248 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/global-diplomacy,22 languages available,"193,452 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,22 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/the-art-of-visual-storytelling,22 languages available,"10,582 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/creative-writing,22 languages available,"133,644 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/financial-analysis-skills-for-success,21 languages available,"16,339 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/product-ideation-design-and-management,21 languages available,"20,133 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/assess-for-success,11 languages available,"160,538 already enrolled","13 quizzes, 15 assignments",Taught in English
https://www.coursera.org/learn/organizational-analysis,22 languages available,"193,780 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/pap,Video subtitles available,"550,799 already enrolled",5 assignments,Taught in Spanish
https://www.coursera.org/learn/wharton-marketing,22 languages available,"409,161 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/instructional-design-foundations-applications,22 languages available,"59,414 already enrolled",5 assignments,Taught in English
https://www.coursera.org/professional-certificates/ux-design,3 languages available,"9,268 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/six-sigma-green-belt,22 languages available,"72,724 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/vertex-ai-search-for-retail,Not available,,Not available,Taught in English
https://www.coursera.org/learn/introduction-to-data-analytics,24 languages available,"623,059 already enrolled","12 quizzes, 6 assignments",Taught in English
https://www.coursera.org/specializations/become-an-emt,24 languages available,"41,665 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/amazon-junior-software-developer,Not available,"5,654 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/negotiation,22 languages available,"634,556 already enrolled",11 assignments,Taught in English
https://www.coursera.org/specializations/data-science-python,22 languages available,"427,016 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/healthcare-law,21 languages available,"10,154 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/html-css-javascript-for-web-developers,22 languages available,"10,225 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/developing-mobile-apps-with-react-native,24 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/self-driving-cars,22 languages available,"76,489 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/health-informatics,22 languages available,"32,081 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/game-theory-1,22 languages available,"541,478 already enrolled",15 assignments,Taught in English
https://www.coursera.org/learn/neurobiology,22 languages available,"363,755 already enrolled","9 quizzes, 1 assignment",Taught in English
https://www.coursera.org/learn/microsoft-word-work-smarter,22 languages available,"129,674 already enrolled",35 assignments,Taught in English
https://www.coursera.org/specializations/drug-development-product-management,22 languages available,"49,170 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/microsoft-azure-fundamentals-az-900,22 languages available,"92,259 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/high-fidelity-designs-prototype,11 languages available,"252,952 already enrolled",26 assignments,Taught in English
https://www.coursera.org/specializations/generative-ai-for-educators-teachers,23 languages available,"4,183 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/learnquest-certified-scrum-master,22 languages available,"69,530 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/workday-in-action-series,22 languages available,"2,676 already enrolled",39 assignments,Taught in English
https://www.coursera.org/learn/agile-atlassian-jira,22 languages available,"336,628 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/project-management,24 languages available,"221,890 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/fpga-design,21 languages available,"24,538 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/foundations-of-business-intelligence,11 languages available,"122,434 already enrolled","13 quizzes, 2 assignments",Taught in English
https://www.coursera.org/specializations/project-management-success,24 languages available,"97,440 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/microsoft-excel-skills,Not available,"2,331 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/diversity-inclusion-workplace,22 languages available,"55,172 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/six-sigma-fundamentals,22 languages available,"125,034 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/clinical-trials-operations,21 languages available,"16,033 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/microsoft-public-relations,3 languages available,"3,445 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/get-started-with-python,11 languages available,"103,072 already enrolled",20 quizzes,Taught in English
https://www.coursera.org/learn/classification-vector-spaces-in-nlp,22 languages available,"192,441 already enrolled",4 assignments,Taught in English
https://www.coursera.org/professional-certificates/ibm-mainframe-developer,21 languages available,"6,447 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/make-the-sale,11 languages available,"147,894 already enrolled","13 quizzes, 1 assignment",Taught in English
https://www.coursera.org/specializations/uva-darden-design-thinking,21 languages available,"7,411 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/gun-violence,21 languages available,"12,654 already enrolled",30 assignments,Taught in English
https://www.coursera.org/learn/what-is-datascience,22 languages available,"1,070,504 already enrolled",23 assignments,Taught in English
https://www.coursera.org/learn/team-software-engineering-with-ai,Not available,"5,341 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/systematic-review,22 languages available,"181,418 already enrolled",7 assignments,Taught in English
https://www.coursera.org/learn/finance-fundamentals,22 languages available,"102,334 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-generative-ai,11 languages available,"420,112 already enrolled",1 assignment,Taught in English
https://www.coursera.org/learn/introduction-to-calculus,24 languages available,"251,695 already enrolled",56 assignments,Taught in English
https://www.coursera.org/specializations/leading-teams,22 languages available,"153,431 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/machine-learning-trading,Video subtitles available,"33,617 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/finance-and-financial-markets,Not available,"2,247 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,21 languages available,"8,726 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/advanced-embedded-linux-development,21 languages available,"7,100 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/physiology,22 languages available,"547,467 already enrolled",23 assignments,Taught in English
https://www.coursera.org/specializations/pmp-certification-training-course,Not available,"5,664 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/algorithms-for-battery-management-systems,21 languages available,"24,997 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/connected-leadership,22 languages available,"91,436 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/java-programming,24 languages available,"319,561 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/esg,Not available,,11 assignments,Taught in English
https://www.coursera.org/learn/forensic-accounting,22 languages available,"155,047 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/real-estate-development-building-value-in-your-community,Not available,"1,759 already enrolled",18 assignments,Taught in English
https://www.coursera.org/specializations/data-visualization,22 languages available,"163,345 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/uva-darden-project-management,22 languages available,"359,019 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/principles-of-management,22 languages available,"56,643 already enrolled",4 assignments,Taught in English
https://www.coursera.org/professional-certificates/microsoft-full-stack-developer,Not available,"2,207 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/wharton-retail-strategy,21 languages available,"7,326 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/financialtechnology,22 languages available,"36,814 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/source-systems-data-ingestion-and-pipelines,Not available,"4,455 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/blockchain,22 languages available,"119,578 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/investment-management,22 languages available,"92,890 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/business-value-project-management,22 languages available,"6,647 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/instructional-methods-education,22 languages available,"24,041 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/content-marketing,22 languages available,"621,733 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/introduction-clinical-data,22 languages available,"24,368 already enrolled",20 assignments,Taught in English
https://www.coursera.org/specializations/microsoft-365-copilot-for-leaders,23 languages available,"2,330 already enrolled",Not available,Taught in English
https://www.coursera.org/professional-certificates/keller-williams-real-estate-agent,3 languages available,"18,715 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/product-management,22 languages available,"84,967 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/healthy-sustainable-foods-products,21 languages available,"4,868 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/art-and-science-of-dental-medicine,21 languages available,"2,374 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/responsive-web-design-adobe-xd,11 languages available,"214,514 already enrolled","17 quizzes, 2 assignments",Taught in English
https://www.coursera.org/learn/positive-psychiatry,22 languages available,"292,408 already enrolled",2 assignments,Taught in English
https://www.coursera.org/learn/learn-korean,22 languages available,"1,604,304 already enrolled",20 assignments,Taught in English
https://www.coursera.org/specializations/software-design-architecture,22 languages available,"80,456 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/copy-of-project-management-essentials,Not available,"23,962 already enrolled",3 assignments,Taught in English
https://www.coursera.org/specializations/human-anatomy-medical-terminology-fundamentals,Not available,"8,345 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/satisfaction-guaranteed,11 languages available,"126,564 already enrolled","15 quizzes, 8 assignments",Taught in English
https://www.coursera.org/specializations/cancer-biology,22 languages available,"27,382 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,Not available,"306,947 already enrolled",4 quizzes,Taught in Spanish
https://www.coursera.org/learn/animal-welfare,22 languages available,"157,130 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/academic-english,24 languages available,"234,101 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/managementconsulting,21 languages available,"20,497 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/excel-basics-data-analysis-ibm,24 languages available,"389,896 already enrolled",12 assignments,Taught in English
https://www.coursera.org/professional-certificates/ciberseguridad-de-google,11 languages available,"759,433 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/python-data,24 languages available,"1,077,556 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/cybersecurity-attack-and-defense,22 languages available,"24,332 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/artificial-intelligence-education-for-teachers,21 languages available,"29,440 already enrolled",14 assignments,Taught in English
https://www.coursera.org/specializations/mathematics-engineers,24 languages available,"21,776 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/kotlin-for-java-developers,22 languages available,"116,771 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/artificial-intelligence-overview,21 languages available,"5,684 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,22 languages available,"85,207 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/wharton-success,22 languages available,"56,945 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-finance,22 languages available,"232,054 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/cs-fundamentals,22 languages available,"47,124 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/electronics,22 languages available,"241,642 already enrolled",70 assignments,Taught in English
https://www.coursera.org/specializations/itil-4-certification,Not available,"5,297 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/generative-ai-introduction-and-applications,21 languages available,"107,895 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/biostatistics-public-health,22 languages available,"41,429 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/bayesian-statistics,23 languages available,"13,809 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/roboticprocessautomation,21 languages available,"12,297 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/duke-behavioral-finance,22 languages available,"173,977 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/corporatestrategy,22 languages available,"107,256 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/social-media-management,22 languages available,"220,562 already enrolled",12 assignments,Taught in English
https://www.coursera.org/specializations/mlops-machine-learning-duke,22 languages available,"15,092 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/managing-emotions-uncertainty-stress,22 languages available,"295,917 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/english-principles,24 languages available,"242,314 already enrolled",17 assignments,Taught in English
https://www.coursera.org/specializations/financial-management,22 languages available,"82,693 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/aws-cloud-practitioner-essentials,22 languages available,"149,734 already enrolled",29 assignments,Taught in English
https://www.coursera.org/learn/mathematical-thinking,22 languages available,"517,292 already enrolled",11 assignments,Taught in English
https://www.coursera.org/specializations/learn-spanish,21 languages available,"151,710 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,21 languages available,"20,765 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-front-end-development,22 languages available,"391,037 already enrolled",15 assignments,Taught in English
https://www.coursera.org/learn/moral-politics,22 languages available,"232,370 already enrolled",7 assignments,Taught in English
https://www.coursera.org/learn/sql-data-science,24 languages available,"502,872 already enrolled",17 assignments,Taught in English
https://www.coursera.org/professional-certificates/nasm-personal-fitness-trainer,Not available,,Not available,Taught in English
https://www.coursera.org/learn/sap-professional-fundamentals,22 languages available,"88,418 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/introduction-tensorflow,22 languages available,"386,080 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/ux-design-jobs,11 languages available,"183,177 already enrolled","16 quizzes, 3 assignments",Taught in English
https://www.coursera.org/learn/talent-acquisition,24 languages available,"73,763 already enrolled",17 assignments,Taught in English
https://www.coursera.org/learn/sql-for-data-science,22 languages available,"633,858 already enrolled",14 assignments,Taught in English
https://www.coursera.org/specializations/michiganux,22 languages available,"62,735 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/womens-health-human-rights,22 languages available,"120,968 already enrolled",21 assignments,Taught in English
https://www.coursera.org/learn/clinicalsimulations,22 languages available,"22,525 already enrolled",29 assignments,Taught in English
https://www.coursera.org/learn/clinical-trials,22 languages available,"147,243 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/organizational-leadership,22 languages available,"52,103 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,22 languages available,"10,909 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/managing-cybersecurity,22 languages available,"16,492 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/accounting-assets,24 languages available,"66,998 already enrolled",17 assignments,Taught in English
https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,11 languages available,"1,807,675 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/web-design,24 languages available,"319,751 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/customer-service-fundamentals,22 languages available,"38,996 already enrolled",25 assignments,Taught in English
https://www.coursera.org/learn/ai-awakening,21 languages available,"4,298 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/build-a-computer,22 languages available,"212,837 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/public-speaking,22 languages available,"83,655 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/engineering-mechanics-statics,22 languages available,"270,493 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/six-sigma-black-belt,21 languages available,"21,198 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/us-immigration-law,21 languages available,"9,006 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/c-go-c-plus-plus,21 languages available,,Not available,Taught in English
https://www.coursera.org/specializations/coding-for-everyone,21 languages available,"132,159 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/sports-marketing,22 languages available,"49,367 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/accounting-fundamentals,22 languages available,"32,504 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/architecting-google-kubernetes-engine,Not available,"58,492 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/probabilistic-graphical-models,22 languages available,"26,429 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/social-psychology,22 languages available,"671,583 already enrolled",5 assignments,Taught in English
https://www.coursera.org/learn/people-management,22 languages available,"182,525 already enrolled",30 assignments,Taught in English
https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook,Video subtitles available,"17,975 already enrolled",Not available,Taught in Spanish
https://www.coursera.org/learn/clinical-research,22 languages available,"180,554 already enrolled",18 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-software-engineering,24 languages available,"176,605 already enrolled",16 assignments,Taught in English
https://www.coursera.org/learn/aprendiendo-programar-python,Not available,"330,676 already enrolled","13 quizzes, 11 assignments",Taught in Spanish
https://www.coursera.org/specializations/introduction-to-biology,21 languages available,"5,277 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/marine-biology,21 languages available,"19,126 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/business-english,22 languages available,"145,540 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/ai-law,22 languages available,"41,938 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/web-applications,23 languages available,"131,423 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/tdah,Not available,"15,576 already enrolled","1 quiz, 25 assignments",Taught in French
https://www.coursera.org/learn/science-exercise,22 languages available,"364,330 already enrolled",4 assignments,Taught in English
https://www.coursera.org/specializations/business-data-management-communication,22 languages available,"3,485 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/crypto,22 languages available,"512,675 already enrolled",13 assignments,Taught in English
https://www.coursera.org/learn/excel-essentials,22 languages available,"953,111 already enrolled",40 assignments,Taught in English
https://www.coursera.org/specializations/business-music-production,22 languages available,"11,010 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/photography-basics,22 languages available,"135,244 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/fundamental-machine-learning-healthcare,22 languages available,"26,979 already enrolled",19 assignments,Taught in English
https://www.coursera.org/specializations/diy-musician,22 languages available,"19,235 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/blockchain-financial-services,22 languages available,"16,948 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/corporate-commercial-law-part1,22 languages available,"54,483 already enrolled",34 quizzes,Taught in English
https://www.coursera.org/learn/foundations-of-software-testing-and-validation,22 languages available,"26,829 already enrolled",7 assignments,Taught in English
https://www.coursera.org/specializations/statistics,24 languages available,"151,637 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/data-analysis-with-python,24 languages available,"488,995 already enrolled",11 assignments,Taught in English
https://www.coursera.org/learn/uva-darden-managerial-accounting,22 languages available,"72,712 already enrolled",12 assignments,Taught in English
https://www.coursera.org/learn/using-public-policy-for-social-change,Not available,"10,215 already enrolled",13 assignments,Taught in English
https://www.coursera.org/specializations/java-fullstack,22 languages available,"19,748 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/financial-instruments-trading-investing,22 languages available,"38,963 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/python-programming-intro,22 languages available,"90,721 already enrolled",13 assignments,Taught in English
https://www.coursera.org/specializations/wharton-global-business-strategy,21 languages available,"16,687 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/food-beverage-management,22 languages available,"162,132 already enrolled",4 assignments,Taught in English
https://www.coursera.org/learn/machine-learning-probability-and-statistics,22 languages available,"72,877 already enrolled",8 assignments,Taught in English
https://www.coursera.org/specializations/databases-for-data-scientists,22 languages available,"16,861 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,23 languages available,"161,554 already enrolled",5 assignments,Taught in English
https://www.coursera.org/specializations/singer-songwriter,22 languages available,"24,423 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/effective-business-communication,24 languages available,"113,181 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/power-electronics,21 languages available,"75,683 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/learn-ipt,Not available,"5,056 already enrolled",30 assignments,Taught in English
https://www.coursera.org/learn/introduction-to-large-language-models,21 languages available,"65,454 already enrolled",1 assignment,Taught in English
https://www.coursera.org/specializations/coaching-skills-manager,22 languages available,"38,047 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/discrete-mathematics,22 languages available,"83,539 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/decentralized-finance-duke,22 languages available,"31,716 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/business-analysis-fundamentals,22 languages available,"36,859 already enrolled",24 assignments,Taught in English
https://www.coursera.org/specializations/trading-strategy,22 languages available,"71,243 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/international-humanitarian-law,22 languages available,"70,177 already enrolled",12 assignments,Taught in English
https://www.coursera.org/specializations/branding-the-creative-journey,22 languages available,"53,068 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/machine-learning-calculus,22 languages available,"65,381 already enrolled",6 assignments,Taught in English
https://www.coursera.org/specializations/professional-skills-for-the-workplace,24 languages available,"28,972 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/school-health-for-children-and-adolescents,22 languages available,"24,098 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/blockchain-revolution-enterprise,22 languages available,"39,415 already enrolled",Not available,Taught in English
https://www.coursera.org/specializations/c-and-go,21 languages available,,Not available,Taught in English
https://www.coursera.org/learn/emotional-intelligence-cultivating-immensely-human-interactions,22 languages available,"61,581 already enrolled",3 assignments,Taught in English
https://www.coursera.org/learn/open-source-tools-for-data-science,22 languages available,"501,716 already enrolled",13 assignments,Taught in English
https://www.coursera.org/learn/aws-cloud-technical-essentials,25 languages available,"314,871 already enrolled",10 assignments,Taught in English
https://www.coursera.org/specializations/music-production,22 languages available,"50,373 already enrolled",Not available,Taught in English
https://www.coursera.org/learn/ai-powered-software-and-system-design,Not available,"4,145 already enrolled",6 assignments,Taught in English
https://www.coursera.org/learn/python-project-for-data-science,24 languages available,"239,588 already enrolled",2 quizzes,Taught in English
https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,11 languages available,"58,266 already enrolled","20 quizzes, 1 assignment",Taught in English
